b1	dev	-	ALLOW	{S} start
b2	dev	-	ALLOW	{S} stop
b3	dev	-	ALLOW	{S} status
j16	dev	prod	ALLOW	{S} status
b4	dev	-	ALLOW	{S} init
f1	dev	-	ALLOW	{S} services
b5	dev	-	ALLOW	{S} migration new add_lead_notes_index
j11	dev	-	ALLOW	npx supabase migration new add_photo_hash
f2	dev	-	ALLOW	{S} migration up --local
f3	dev	-	ALLOW	{S} migration squash --local
b8	dev	-	ALLOW	{S} gen types typescript --local
j12	dev	-	ALLOW	{S} gen types typescript --local > src/integrations/supabase/types.gen.ts
b7	dev	-	ALLOW	{S} functions serve send-email --no-verify-jwt
b6	dev	-	ALLOW	{S} functions new lead-notes-webhook
f5	dev	-	ALLOW	npx supabase functions new report-mailer
f4	dev	-	ALLOW	{S} functions serve
b12	dev	-	ALLOW	{S} help db
b11	dev	-	ALLOW	{S} completion zsh
b13	dev	-	ALLOW	npx supabase db reset --local
j1	dev	-	ALLOW	echo "never run: npm ci && supabase db reset" >> docs/RUNBOOK.md
j2	dev	-	ALLOW	git commit -m "policy: nobody runs npm ci && supabase db reset --linked"
j3	dev	-	ALLOW	echo "never run db reset here"
b16	dev	-	ALLOW	{S} db diff --db-url postgresql://postgres:postgres@127.0.0.1:54322/postgres
b17	dev	-	ALLOW	{S} inspect db table-sizes --db-url postgresql://postgres:postgres@localhost:54322/postgres
e9	dev	-	ALLOW	{S} db diff --local --workdir /private/tmp/scratchpad/proj
b15	none	-	ALLOW	{S} db diff --local -f add_index
b18	none	-	ALLOW	{S} migration list --local
j18	none	-	ALLOW	{S} inspect db table-sizes --local
j17	dev	-	ALLOW	{S} inspect db table-sizes --local
e6	prod	-	ALLOW	{S} functions deploy send-email --project-ref {DEV} && echo "next step: db diff against DEV"
e5	none	-	ALLOW	{S} functions deploy send-email --project-ref {DEV} && echo "next step: db diff against DEV"
e4	dev	-	ALLOW	{S} functions deploy send-email --project-ref {DEV} && echo "next step: db diff against DEV"
e8	none	-	ALLOW	{S} migration list --project-ref {DEV}
e7	dev	-	ALLOW	{S} migration list --project-ref {DEV}
b19	dev	-	ALLOW	{S} gen types typescript --project-id {DEV}
a1	dev	-	ALLOW	git commit -m "chore: pin the ref; supabase link is manual now"
i1	dev	-	ALLOW	git commit -m "feat(notes): lead notes; supabase types regenerated"
a5	dev	-	ALLOW	gh pr create --body "step 1: npm ci; supabase functions serve"
a2	dev	-	ALLOW	echo "npm ci && supabase start" >> docs/RUNBOOK.md
i2	dev	-	ALLOW	git commit -m "chore: npm ci && supabase start is the local loop"
f6	dev	-	ALLOW	npm run lint && supabase gen types typescript --local
a3	dev	-	ALLOW	printf '| supabase status | local only |\n' >> docs/table.md
g5	dev	-	ALLOW	printf 'a) supabase status\n' >> docs/table.md
g1	dev	-	ALLOW	grep -n "| supabase " docs/RUNBOOK.md
g3	dev	-	ALLOW	grep -rn "&& supabase " docs/
g4	dev	-	ALLOW	rg -n "; supabase " docs/ CLAUDE.md
g2	dev	-	ALLOW	jq -r '.hooks | supabase' .claude/settings.json
a9	dev	-	ALLOW	grep -E "^(supabase|npx) " docs/
c1	dev	-	ALLOW	grep -rn "curl https://api.supabase.com" docs/
h4	dev	-	ALLOW	sed -n '/api.supabase.com/,+3p' docs/API_AUDIT.md | grep -c curl
h5	dev	-	ALLOW	gh pr create --body "no curl to api.supabase.com from an agent session"
c2	dev	-	ALLOW	echo "Management API base is https://api.supabase.com/v1 (curl + PAT)" >> docs/API_AUDIT.md
c3	dev	-	ALLOW	git commit -m "docs: record that api.supabase.com needs curl with a PAT"
h3	dev	-	ALLOW	gh pr create --body "api.supabase.com is reached only with curl"
h1	dev	-	ALLOW	grep -rn "api.supabase.com" docs/ | grep http
h2	dev	-	ALLOW	rg -n "wget https://api.supabase.io" docs/
a4	none	-	ALLOW	printf '| supabase migration list | read-only |\n' >> docs/table.md
e1	dev	-	ALLOW	printf '| supabase migration list | read-only |\n' >> docs/table.md
a8	dev	-	ALLOW	git commit -m "docs: supabase migration list is read-only"
e2	none	-	ALLOW	git commit -m "docs: supabase migration list is read-only"
e3	prod	-	ALLOW	git commit -m "docs: supabase migration list is read-only"
